0,20140108,2200,0,1
5,20140108,1000,0,2
4,20140108,1300,0,2
3,20140108,1600,0,2
0,20140108,1900,0,2
5,20140108,2200,0,2
0,20140108,1000,1,0
3,20140108,1300,1,0
4,20140108,1600,1,0
5,20140108,1900,1,0
0,20140108,2200,1,0
5,20140108,1000,1,1
4,20140108,1300,1,1
3,20140108,1600,1,1
0,20140108,1900,1,1
5,20140108,2200,1,1
0,20140108,1000,1,2
3,20140108,1300,1,2
4,20140108,1600,1,2
5,20140108,1900,1,2
0,20140108,2200,1,2
0,20140109,1000,0,0
3,20140109,1300,0,0
4,20140109,1600,0,0
5,20140109,1900,0,0
0,20140109,2200,0,0
0,20140109,1000,0,1
3,20140109,1300,0,1
4,20140109,1600,0,1
5,20140109,1900,0,1
0,20140109,2200,0,1
5,20140109,1000,0,2
4,20140109,1300,0,2
3,20140109,1600,0,2
0,20140109,1900,0,2
5,20140109,2200,0,2
0,20140109,1000,1,0
3,20140109,1300,1,0
4,20140109,1600,1,0
5,20140109,1900,1,0
0,20140109,2200,1,0
5,20140109,1000,1,1
4,20140109,1300,1,1
3,20140109,1600,1,1
0,20140109,1900,1,1
5,20140109,2200,1,1
0,20140109,1000,1,2
3,20140109,1300,1,2
4,20140109,1600,1,2
5,20140109,1900,1,2
0,20140109,2200,1,2
0,20140110,1000,0,0
3,20140110,1300,0,0
4,20140110,1600,0,0
5,20140110,1900,0,0
0,20140110,2200,0,0
0,20140110,1000,0,1
3,20140110,1300,0,1
4,20140110,1600,0,1
5,20140110,1900,0,1
0,20140110,2200,0,1
5,20140110,1000,0,2
4,20140110,1300,0,2
3,20140110,1600,0,2
0,20140110,1900,0,2
5,20140110,2200,0,2
0,20140110,1000,1,0
3,20140110,1300,1,0
4,20140110,1600,1,0
5,20140110,1900,1,0
0,20140110,2200,1,0
5,20140110,1000,1,1
4,20140110,1300,1,1
3,20140110,1600,1,1
0,20140110,1900,1,1
5,20140110,2200,1,1
0,20140110,1000,1,2
3,20140110,1300,1,2
4,20140110,1600,1,2
5,20140110,1900,1,2
0,20140110,2200,1,2
0,20140111,1000,0,0
3,20140111,1300,0,0
4,20140111,1600,0,0
5,20140111,1900,0,0
0,20140111,2200,0,0
0,20140111,1000,0,1
3,20140111,1300,0,1
4,20140111,1600,0,1
5,20140111,1900,0,1
0,20140111,2200,0,1
5,20140111,1000,0,2
4,20140111,1300,0,2
3,20140111,1600,0,2
0,20140111,1900,0,2
5,20140111,2200,0,2
0,20140111,1000,1,0
3,20140111,1300,1,0
4,20140111,1600,1,0
5,20140111,1900,1,0
0,20140111,2200,1,0
5,20140111,1000,1,1
4,20140111,1300,1,1
3,20140111,1600,1,1
0,20140111,1900,1,1
5,20140111,2200,1,1
0,20140111,1000,1,2
3,20140111,1300,1,2
4,20140111,1600,1,2
5,20140111,1900,1,2
0,20140111,2200,1,2
0,20140112,1000,0,0
3,20140112,1300,0,0
4,20140112,1600,0,0
5,20140112,1900,0,0
0,20140112,2200,0,0
0,20140112,1000,0,1
3,20140112,1300,0,1
4,20140112,1600,0,1
5,20140112,1900,0,1
0,20140112,2200,0,1
5,20140112,1000,0,2
4,20140112,1300,0,2
3,20140112,1600,0,2
0,20140112,1900,0,2
5,20140112,2200,0,2
0,20140112,1000,1,0
3,20140112,1300,1,0
4,20140112,1600,1,0
5,20140112,1900,1,0
0,20140112,2200,1,0
5,20140112,1000,1,1
4,20140112,1300,1,1
3,20140112,1600,1,1
0,20140112,1900,1,1
5,20140112,2200,1,1
0,20140112,1000,1,2
3,20140112,1300,1,2
4,20140112,1600,1,2
5,20140112,1900,1,2
0,20140112,2200,1,2
0,20140113,1000,0,0
3,20140113,1300,0,0
4,20140113,1600,0,0
5,20140113,1900,0,0
0,20140113,2200,0,0
0,20140113,1000,0,1
3,20140113,1300,0,1
4,20140113,1600,0,1
5,20140113,1900,0,1
0,20140113,2200,0,1
5,20140113,1000,0,2
4,20140113,1300,0,2
3,20140113,1600,0,2
0,20140113,1900,0,2
5,20140113,2200,0,2
0,20140113,1000,1,0
3,20140113,1300,1,0
4,20140113,1600,1,0
5,20140113,1900,1,0
0,20140113,2200,1,0
5,20140113,1000,1,1
4,20140113,1300,1,1
3,20140113,1600,1,1
0,20140113,1900,1,1
5,20140113,2200,1,1
0,20140113,1000,1,2
3,20140113,1300,1,2
4,20140113,1600,1,2
5,20140113,1900,1,2
0,20140113,2200,1,2
0,20140114,1000,0,0
3,20140114,1300,0,0
4,20140114,1600,0,0
5,20140114,1900,0,0
0,20140114,2200,0,0
0,20140114,1000,0,1
3,20140114,1300,0,1
4,20140114,1600,0,1
5,20140114,1900,0,1
0,20140114,2200,0,1
5,20140114,1000,0,2
4,20140114,1300,0,2
3,20140114,1600,0,2
0,20140114,1900,0,2
5,20140114,2200,0,2
0,20140114,1000,1,0
3,20140114,1300,1,0
4,20140114,1600,1,0
5,20140114,1900,1,0
0,20140114,2200,1,0
5,20140114,1000,1,1
4,20140114,1300,1,1
3,20140114,1600,1,1
0,20140114,1900,1,1
5,20140114,2200,1,1
0,20140114,1000,1,2
3,20140114,1300,1,2
4,20140114,1600,1,2
5,20140114,1900,1,2
0,20140114,2200,1,2
0,20140115,1000,0,0
3,20140115,1300,0,0
4,20140115,1600,0,0
5,20140115,1900,0,0
0,20140115,2200,0,0
0,20140115,1000,0,1
3,20140115,1300,0,1
4,20140115,1600,0,1
5,20140115,1900,0,1
0,20140115,2200,0,1
5,20140115,1000,0,2
4,20140115,1300,0,2
3,20140115,1600,0,2
0,20140115,1900,0,2
5,20140115,2200,0,2
0,20140115,1000,1,0
3,20140115,1300,1,0
4,20140115,1600,1,0
5,20140115,1900,1,0
0,20140115,2200,1,0
5,20140115,1000,1,1
4,20140115,1300,1,1
3,20140115,1600,1,1
0,20140115,1900,1,1
5,20140115,2200,1,1
0,20140115,1000,1,2
3,20140115,1300,1,2
4,20140115,1600,1,2
5,20140115,1900,1,2
0,20140115,2200,1,2
